dispersion,load,seed,method,mean_utility,n_scenarios
mid,light,seed_0004,Resource-cost k-means,0.4429269177582555,15
mid,light,seed_0004,Multi-feature k-means,0.44234923361992023,15
mid,light,seed_0004,CQI+resource-cost hybrid (paper method),0.4491156363221965,15
mid,light,seed_0004,Offline teacher,0.4625020563035624,15
mid,light,seed_0005,No grouping,0.4106850635274062,15
mid,light,seed_0005,CQI k-means,0.4524007604041333,15
mid,light,seed_0005,Resource-cost k-means,0.44687897786182623,15
mid,light,seed_0005,Multi-feature k-means,0.4481159255537558,15
mid,light,seed_0005,CQI+resource-cost hybrid (paper method),0.4557955897320382,15
mid,light,seed_0005,Offline teacher,0.46539684850578666,15
mid,light,seed_0006,No grouping,0.41676824928684153,15
mid,light,seed_0006,CQI k-means,0.4565236335169052,15
mid,light,seed_0006,Resource-cost k-means,0.4474663524408895,15
mid,light,seed_0006,Multi-feature k-means,0.44586844244941254,15
mid,light,seed_0006,CQI+resource-cost hybrid (paper method),0.4594864451807234,15
mid,light,seed_0006,Offline teacher,0.4716666062971734,15
mid,light,seed_0007,No grouping,0.41676824928684153,15
mid,light,seed_0007,CQI k-means,0.4453368912254376,15
mid,light,seed_0007,Resource-cost k-means,0.44497290180595417,15
mid,light,seed_0007,Multi-feature k-means,0.4463416642082231,15
mid,light,seed_0007,CQI+resource-cost hybrid (paper method),0.45095018644216,15
mid,light,seed_0007,Offline teacher,0.4596484104212369,15
mid,light,seed_0008,No grouping,0.4106850635274062,15
mid,light,seed_0008,CQI k-means,0.4419144205360442,15
mid,light,seed_0008,Resource-cost k-means,0.44712721335461,15
mid,light,seed_0008,Multi-feature k-means,0.4451216030155122,15
mid,light,seed_0008,CQI+resource-cost hybrid (paper method),0.4486864156898331,15
mid,light,seed_0008,Offline teacher,0.457258051147592,15
mid,light,seed_0009,No grouping,0.4046018777679708,15
mid,light,seed_0009,CQI k-means,0.43799523515405825,15
mid,light,seed_0009,Resource-cost k-means,0.44077480967018956,15
mid,light,seed_0009,Multi-feature k-means,0.43822219201289203,15
mid,light,seed_0009,CQI+resource-cost hybrid (paper method),0.4439557042403847,15
mid,light,seed_0009,Offline teacher,0.45661234593572847,15
mid,light,seed_0010,No grouping,0.4289346208057123,15
mid,light,seed_0010,CQI k-means,0.4512185716457502,15
mid,light,seed_0010,Resource-cost k-means,0.44611667955413076,15
mid,light,seed_0010,Multi-feature k-means,0.4497837594860975,15
mid,light,seed_0010,CQI+resource-cost hybrid (paper method),0.4537161903306433,15
mid,light,seed_0010,Offline teacher,0.4662155713550773,15
mid,medium,seed_0001,No grouping,0.2969952832797224,15
mid,medium,seed_0001,CQI k-means,0.3533937285285322,15
mid,medium,seed_0001,Resource-cost k-means,0.3501680413216783,15
mid,medium,seed_0001,Multi-feature k-means,0.34894299909364634,15
mid,medium,seed_0001,CQI+resource-cost hybrid (paper method),0.35781431165948957,15
mid,medium,seed_0001,Offline teacher,0.36463940703081177,15
mid,medium,seed_0002,No grouping,0.2852070615971693,15
mid,medium,seed_0002,CQI k-means,0.34174643099086965,15
mid,medium,seed_0002,Resource-cost k-means,0.3491796185975046,15
mid,medium,seed_0002,Multi-feature k-means,0.3484507328639351,15
mid,medium,seed_0002,CQI+resource-cost hybrid (paper method),0.3531134410849132,15
mid,medium,seed_0002,Offline teacher,0.3671478253435448,15
mid,medium,seed_0003,No grouping,0.3323599483273816,15
mid,medium,seed_0003,CQI k-means,0.3505558764838816,15
mid,medium,seed_0003,Resource-cost k-means,0.35385366780177185,15
mid,medium,seed_0003,Multi-feature k-means,0.3543448437052115,15
mid,medium,seed_0003,CQI+resource-cost hybrid (paper method),0.35572110159158854,15
mid,medium,seed_0003,Offline teacher,0.35969504518378326,15
mid,medium,seed_0004,No grouping,0.31486669072171086,15
mid,medium,seed_0004,CQI k-means,0.3613048059229423,15
mid,medium,seed_0004,Resource-cost k-means,0.3552310023956081,15
mid,medium,seed_0004,Multi-feature k-means,0.3595410159681465,15
mid,medium,seed_0004,CQI+resource-cost hybrid (paper method),0.3639165785957241,15
mid,medium,seed_0004,Offline teacher,0.3784133858739231,15
mid,medium,seed_0005,No grouping,0.30307846903915775,15
mid,medium,seed_0005,CQI k-means,0.3574602508286184,15
mid,medium,seed_0005,Resource-cost k-means,0.3566102821218199,15
mid,medium,seed_0005,Multi-feature k-means,0.36055516973635776,15
mid,medium,seed_0005,CQI+resource-cost hybrid (paper method),0.3629442015897023,15
mid,medium,seed_0005,Offline teacher,0.37928044976870806,15
mid,medium,seed_0006,No grouping,0.3205717266448286,15
mid,medium,seed_0006,CQI k-means,0.3604678747132733,15
mid,medium,seed_0006,Resource-cost k-means,0.3567349658848278,15
mid,medium,seed_0006,Multi-feature k-means,0.3538757844372181,15
mid,medium,seed_0006,CQI+resource-cost hybrid (paper method),0.3654111462340303,15
mid,medium,seed_0006,Offline teacher,0.3902082574237146,15
mid,medium,seed_0007,No grouping,0.3205717266448285,15
mid,medium,seed_0007,CQI k-means,0.3452009975080717,15
mid,medium,seed_0007,Resource-cost k-means,0.3524917999761434,15
mid,medium,seed_0007,Multi-feature k-means,0.3516291377224368,15
mid,medium,seed_0007,CQI+resource-cost hybrid (paper method),0.35274389986702187,15
mid,medium,seed_0007,Offline teacher,0.367001038563903,15
mid,medium,seed_0008,No grouping,0.3205717266448286,15
mid,medium,seed_0008,CQI k-means,0.3586245163100908,15
mid,medium,seed_0008,Resource-cost k-means,0.36119478807684274,15
mid,medium,seed_0008,Multi-feature k-means,0.3615743040955917,15
mid,medium,seed_0008,CQI+resource-cost hybrid (paper method),0.36478784946785703,15
mid,medium,seed_0008,Offline teacher,0.367391606090969,15
mid,medium,seed_0009,No grouping,0.3205717266448284,15
mid,medium,seed_0009,CQI k-means,0.3553111634127513,15
mid,medium,seed_0009,Resource-cost k-means,0.3543749900091399,15
mid,medium,seed_0009,Multi-feature k-means,0.35151580856153025,15
mid,medium,seed_0009,CQI+resource-cost hybrid (paper method),0.35944265581793267,15
mid,medium,seed_0009,Offline teacher,0.3682352007866888,15
mid,medium,seed_0010,No grouping,0.3323599483273815,15
mid,medium,seed_0010,CQI k-means,0.3620785038773487,15
mid,medium,seed_0010,Resource-cost k-means,0.357709288023225,15
mid,medium,seed_0010,Multi-feature k-means,0.3583359097230175,15
mid,medium,seed_0010,CQI+resource-cost hybrid (paper method),0.36516736548660605,15
mid,medium,seed_0010,Offline teacher,0.3804051867141508,15
